class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5333298444747925,0.0943140760064125,-0.17496728897094727,0.9999268054962158,0.5376046299934387,0.08487723767757416,-0.15313749015331268,0.9998680353164673,0.5409335494041443,0.08494649827480316,-0.15312986075878143,0.9998296499252319,0.5442677736282349,0.08531507104635239,-0.1531561017036438,0.9998598694801331,0.5290752649307251,0.08723830431699753,-0.15048184990882874,0.9998859763145447,0.5262929201126099,0.08898669481277466,-0.15048694610595703,0.9998508095741272,0.5235031843185425,0.09108171612024307,-0.1504819095134735,0.9998950958251953,0.5495514869689941,0.09474997967481613,-0.04705456644296646,0.9997920393943787,0.5189281105995178,0.10380646586418152,-0.0349753275513649,0.9997544288635254,0.5406618714332581,0.10767754167318344,-0.1379263699054718,0.9998496770858765,0.5294960737228394,0.11089593917131424,-0.13430838286876678,0.9998526573181152,0.5826589465141296,0.18929006159305573,-0.013784630224108696,0.9991171956062317,0.4979580044746399,0.19863760471343994,0.0016189183807000518,0.999202311038971,0.6343685388565063,0.23468303680419922,-0.17034900188446045,0.992302656173706,0.45252934098243713,0.2237812876701355,-0.13609178364276886,0.9895375370979309,0.6163657903671265,0.15585710108280182,-0.3520318269729614,0.9706606864929199,0.4598783850669861,0.14505483210086823,-0.33031395077705383,0.9779447317123413,0.6122351288795471,0.14365941286087036,-0.39217695593833923,0.9108483195304871,0.45985230803489685,0.12807844579219818,-0.3751210570335388,0.9327191710472107,0.6047376990318298,0.13793066143989563,-0.38156455755233765,0.902552604675293,0.4642196595668793,0.1244235709309578,-0.36340394616127014,0.9265527725219727,0.6054846048355103,0.14647449553012848,-0.3531779944896698,0.8760673403739929,0.46641120314598083,0.12896539270877838,-0.33245402574539185,0.9113997220993042,0.5720407962799072,0.4188496172428131,-0.0053800661116838455,0.998950183391571,0.5168552398681641,0.423539936542511,0.0053807636722922325,0.9994456171989441,0.5821348428726196,0.5912405848503113,0.00022696885571349412,0.9813773036003113,0.5105088949203491,0.6118375062942505,-0.03741607442498207,0.9846091270446777,0.5931936502456665,0.7516352534294128,0.16823051869869232,0.9776580333709717,0.5059834718704224,0.808850884437561,0.06319362670183182,0.9864714741706848,0.5892773866653442,0.778407633304596,0.17842347919940948,0.778846025466919,0.5155081152915955,0.8350237607955933,0.06457729637622833,0.8520874381065369,0.5965167880058289,0.8084352016448975,0.05299992486834526,0.9698798656463623,0.4926483631134033,0.8733528256416321,-0.07416590303182602,0.9750702977180481
up,0.5505601167678833,0.10049104690551758,-0.10903153568506241,0.9999598860740662,0.5552666783332825,0.09673906862735748,-0.09032507985830307,0.999923586845398,0.558620810508728,0.0975678563117981,-0.0903073251247406,0.9999032616615295,0.5619525909423828,0.09846276044845581,-0.09030681848526001,0.9999172687530518,0.5471007227897644,0.09765233099460602,-0.08576027303934097,0.9999373555183411,0.5446730852127075,0.09905234724283218,-0.08576028048992157,0.9999219179153442,0.5423001050949097,0.10068509727716446,-0.08573918044567108,0.9999432563781738,0.5687702894210815,0.11134468019008636,-0.003022649558261037,0.9998634457588196,0.5394083261489868,0.11663096398115158,0.017831873148679733,0.9998614192008972,0.5582504868507385,0.1136438250541687,-0.07904120534658432,0.9998995661735535,0.5469741821289062,0.11472682654857635,-0.07317520678043365,0.9999061822891235,0.6025840044021606,0.20458458364009857,0.026712199673056602,0.9992474317550659,0.517919659614563,0.20865243673324585,0.05493006855249405,0.9994057416915894,0.6506863832473755,0.2611522376537323,-0.10363228619098663,0.9946844577789307,0.47750964760780334,0.2604477107524872,-0.04594956338405609,0.991622805595398,0.6369314193725586,0.17959827184677124,-0.26208141446113586,0.9840939044952393,0.4762127995491028,0.17896270751953125,-0.21903041005134583,0.9868585467338562,0.6344383955001831,0.16795819997787476,-0.2950120270252228,0.944293737411499,0.4750189185142517,0.15664812922477722,-0.2559303641319275,0.9554751515388489,0.6296740174293518,0.16451269388198853,-0.2827214002609253,0.9393690824508667,0.47901153564453125,0.15250292420387268,-0.24732515215873718,0.9514772295951843,0.629289984703064,0.1709587275981903,-0.2615562975406647,0.9197731614112854,0.4818369448184967,0.1608266681432724,-0.22150954604148865,0.9388463497161865,0.5860364437103271,0.43218594789505005,-0.015022407285869122,0.9990900158882141,0.5333841443061829,0.4287863075733185,0.014977638609707355,0.9995312094688416,0.5836121439933777,0.5914663672447205,-0.02553197182714939,0.9847977161407471,0.5192483067512512,0.5897923111915588,-0.00026437308406457305,0.9891623854637146,0.5892030000686646,0.7596036195755005,0.05428466945886612,0.9819674491882324,0.5053741931915283,0.7706143856048584,0.07034847140312195,0.9904361963272095,0.5850037336349487,0.783861517906189,0.055790890008211136,0.8220576047897339,0.5110940933227539,0.7970308661460876,0.0707135945558548,0.8765020966529846,0.592691957950592,0.8040211796760559,-0.05597413331270218,0.9772161841392517,0.4883451461791992,0.8206668496131897,-0.03120771422982216,0.9819443821907043
up,0.5509154796600342,0.10039876401424408,-0.10834874957799911,0.9999628663063049,0.5558186769485474,0.09656914323568344,-0.08989281207323074,0.9999290108680725,0.5592352747917175,0.09740699827671051,-0.08987534791231155,0.9999101758003235,0.5625721216201782,0.09836005419492722,-0.08986807614564896,0.9999231100082397,0.5475041270256042,0.0974419042468071,-0.08595716953277588,0.999941885471344,0.5450154542922974,0.09881963580846786,-0.0859573557972908,0.9999277591705322,0.5426346063613892,0.1004331037402153,-0.08594228327274323,0.9999474883079529,0.5690765976905823,0.11147859692573547,-0.0020137191750109196,0.9998713731765747,0.5397924184799194,0.11645261943340302,0.015812953934073448,0.999871015548706,0.5587276220321655,0.11355133354663849,-0.07800337672233582,0.9999048709869385,0.547161340713501,0.11463664472103119,-0.07304225116968155,0.999911367893219,0.6025331020355225,0.20495173335075378,0.029154155403375626,0.9992905259132385,0.5180305242538452,0.20857805013656616,0.050995081663131714,0.9994415640830994,0.6503642201423645,0.26091107726097107,-0.10401882231235504,0.9947595596313477,0.4782046675682068,0.2612946629524231,-0.05706002563238144,0.9916290044784546,0.6366960406303406,0.18026547133922577,-0.26928210258483887,0.9850088953971863,0.4767027497291565,0.18602707982063293,-0.23992952704429626,0.9874900579452515,0.6346975564956665,0.1686568707227707,-0.30268582701683044,0.947282075881958,0.47519999742507935,0.16545139253139496,-0.27828437089920044,0.9574613571166992,0.6298538446426392,0.16527831554412842,-0.29124361276626587,0.9426377415657043,0.47982096672058105,0.16071933507919312,-0.2694452404975891,0.9536811113357544,0.6292389631271362,0.1718418002128601,-0.26913610100746155,0.9238851070404053,0.48270291090011597,0.16833218932151794,-0.24235567450523376,0.9414729475975037,0.5860470533370972,0.43009841442108154,-0.013933995738625526,0.9991477727890015,0.5333635210990906,0.4266444444656372,0.013857781887054443,0.9995540976524353,0.5841420888900757,0.5880911946296692,-0.02428634837269783,0.9851486682891846,0.5186188220977783,0.5881249904632568,-0.0012229515705257654,0.9894350171089172,0.5892364382743835,0.7589495182037354,0.057881247252225876,0.9825690388679504,0.5033231973648071,0.766120970249176,0.06591526418924332,0.9906858801841736,0.5849545001983643,0.7832498550415039,0.05931786447763443,0.8231279253959656,0.5093165636062622,0.7889775633811951,0.06685856729745865,0.877488374710083,0.5927656888961792,0.8040578961372375,-0.052773285657167435,0.9780301451683044,0.4882568418979645,0.8206118941307068,-0.03246959671378136,0.9824762344360352
up,0.5508098006248474,0.10150916874408722,-0.10439050197601318,0.9999659061431885,0.5556834936141968,0.09758158028125763,-0.08585213124752045,0.999934732913971,0.5591281652450562,0.09843063354492188,-0.08583151549100876,0.9999173283576965,0.5625344514846802,0.0994073897600174,-0.08582667261362076,0.9999292492866516,0.547521710395813,0.09825509041547775,-0.08182142674922943,0.9999465942382812,0.5451298952102661,0.0994945541024208,-0.08182446658611298,0.9999337792396545,0.542873740196228,0.10093484818935394,-0.08180344849824905,0.9999518394470215,0.5690213441848755,0.11275158822536469,0.002950748661532998,0.9998804926872253,0.5400441884994507,0.11707745492458344,0.02078683115541935,0.9998814463615417,0.5585301518440247,0.11477650701999664,-0.0737026259303093,0.9999114274978638,0.5470511317253113,0.11559440940618515,-0.06871645152568817,0.9999178647994995,0.6020780801773071,0.20576287806034088,0.03550734743475914,0.9993376135826111,0.5177108645439148,0.209162175655365,0.05443529039621353,0.9994803071022034,0.6501675844192505,0.2607208788394928,-0.09401209652423859,0.9948916435241699,0.47731518745422363,0.2625560462474823,-0.05397651717066765,0.9918466210365295,0.6364201307296753,0.18090638518333435,-0.2541036009788513,0.9859144687652588,0.4763876497745514,0.19131866097450256,-0.2358662337064743,0.9881149530410767,0.6343976259231567,0.16923703253269196,-0.28703898191452026,0.9500983357429504,0.4748322367668152,0.1714881956577301,-0.2743968069553375,0.9592920541763306,0.6294810175895691,0.16617898643016815,-0.27568063139915466,0.9457188844680786,0.48002615571022034,0.1659000962972641,-0.2646012306213379,0.9557023644447327,0.6288298964500427,0.17291411757469177,-0.25397568941116333,0.9278073906898499,0.483020544052124,0.17358237504959106,-0.23786048591136932,0.9438719749450684,0.5858567357063293,0.4293676018714905,-0.011207310482859612,0.9992039203643799,0.5332323312759399,0.4256158471107483,0.011120075359940529,0.9995758533477783,0.5851668119430542,0.5887883305549622,-0.020289205014705658,0.9854502081871033,0.5173752307891846,0.5888185501098633,-0.00549625838175416,0.9897367358207703,0.5891522169113159,0.7588757276535034,0.0678979828953743,0.9829494953155518,0.5001898407936096,0.7649343013763428,0.06765978038311005,0.9908818602561951,0.5845361351966858,0.7828910946846008,0.0703241229057312,0.8239573240280151,0.506084144115448,0.7870975732803345,0.06766900420188904,0.8763983845710754,0.5928391218185425,0.804242730140686,-0.05007151514291763,0.9786275029182434,0.4877629280090332,0.8194305300712585,-0.03263036534190178,0.9829115867614746
up,0.5506442785263062,0.10290971398353577,-0.10084998607635498,0.9999685287475586,0.5554697513580322,0.0993272140622139,-0.0822548121213913,0.999939501285553,0.5588986277580261,0.10012122988700867,-0.08223659545183182,0.9999233484268188,0.5622966885566711,0.10101007670164108,-0.08223317563533783,0.9999344348907471,0.5474818348884583,0.09973814338445663,-0.07834410667419434,0.9999505281448364,0.5451909303665161,0.10077530890703201,-0.07834036648273468,0.9999387860298157,0.5430588722229004,0.1019512489438057,-0.07831414043903351,0.9999554753303528,0.5686885118484497,0.11400022357702255,0.0047673992812633514,0.9998876452445984,0.540164589881897,0.11736726760864258,0.02228558622300625,0.9998898506164551,0.5582164525985718,0.11595824360847473,-0.07098044455051422,0.9999165534973145,0.546845555305481,0.11634033918380737,-0.06607790291309357,0.9999228715896606,0.6017308235168457,0.20579148828983307,0.03564416617155075,0.9993841648101807,0.5173016786575317,0.20979143679141998,0.05707641690969467,0.9995113015174866,0.6495453119277954,0.2613285183906555,-0.0893804207444191,0.9950513243675232,0.47665610909461975,0.26513758301734924,-0.04343289136886597,0.9920749664306641,0.6361892819404602,0.1816723495721817,-0.2444346845149994,0.9867740273475647,0.4760994017124176,0.19017750024795532,-0.21546527743339539,0.988741397857666,0.634103000164032,0.1699756234884262,-0.276445597410202,0.9527354836463928,0.47456225752830505,0.17032743990421295,-0.2527477741241455,0.9610868692398071,0.6290748715400696,0.16681192815303802,-0.2646966278553009,0.9485868215560913,0.4796702265739441,0.16419199109077454,-0.24290530383586884,0.957674503326416,0.628457248210907,0.17350122332572937,-0.243989035487175,0.9315066337585449,0.48264646530151367,0.17193374037742615,-0.21728193759918213,0.9462617635726929,0.5857498645782471,0.4271389842033386,-0.010731371119618416,0.9992572665214539,0.5330348014831543,0.424294650554657,0.01064287405461073,0.9995949268341064,0.5851725339889526,0.5891402959823608,-0.016678975895047188,0.9857266545295715,0.5166835784912109,0.5892427563667297,-0.005960745271295309,0.9899064898490906,0.5891461968421936,0.7587748765945435,0.07050028443336487,0.9833575487136841,0.49847206473350525,0.76195228099823,0.06781803071498871,0.9909928441047668,0.5845368504524231,0.7823476791381836,0.07301507145166397,0.8241572380065918,0.5041190981864929,0.7841483354568481,0.06880328059196472,0.8751593232154846,0.5928331017494202,0.8044416904449463,-0.04259663075208664,0.9790902733802795,0.48654866218566895,0.8165574669837952,-0.030411001294851303,0.9831876754760742
up,0.5504945516586304,0.10559262335300446,-0.10716657340526581,0.9999706149101257,0.5552634596824646,0.10090770572423935,-0.0890686959028244,0.9999432563781738,0.5586835145950317,0.10168609768152237,-0.08904056996107101,0.9999280571937561,0.5620614290237427,0.10249815881252289,-0.08902879059314728,0.9999384880065918,0.547277569770813,0.10090363770723343,-0.08377421647310257,0.9999534487724304,0.5449674129486084,0.10168424993753433,-0.08378788828849792,0.9999426007270813,0.5428111553192139,0.10259480774402618,-0.08378872275352478,0.9999582171440125,0.5684667825698853,0.11502423882484436,-0.001346934586763382,0.9998926520347595,0.5399560928344727,0.11748348921537399,0.02025591768324375,0.9998960494995117,0.5580050349235535,0.1196320503950119,-0.07694266736507416,0.9999207258224487,0.5467944145202637,0.11910580843687057,-0.06977827847003937,0.9999269247055054,0.6012531518936157,0.20638148486614227,0.030096907168626785,0.9994252920150757,0.5170159339904785,0.21145935356616974,0.05659031122922897,0.9995297789573669,0.6481522917747498,0.26207736134529114,-0.09321390092372894,0.9951964020729065,0.4759012758731842,0.26771798729896545,-0.05261736363172531,0.9922662377357483,0.6357153654098511,0.18305467069149017,-0.24611496925354004,0.9874849915504456,0.4758170247077942,0.18859125673770905,-0.22292518615722656,0.9890949130058289,0.6336584091186523,0.17103329300880432,-0.27908799052238464,0.9547318816184998,0.4745074212551117,0.168609619140625,-0.26139089465141296,0.9618418216705322,0.6285346746444702,0.167957603931427,-0.2673948407173157,0.9507777094841003,0.47963517904281616,0.16274677217006683,-0.25099825859069824,0.9585073590278625,0.6277568340301514,0.17489220201969147,-0.24578949809074402,0.9343302249908447,0.48230114579200745,0.1705636978149414,-0.2246582806110382,0.947216272354126,0.5855494737625122,0.4269801676273346,-0.008582333102822304,0.9993013143539429,0.5329807996749878,0.42437615990638733,0.008498829789459705,0.999603807926178,0.585153341293335,0.5900302529335022,-0.004608300980180502,0.9857504367828369,0.5151153206825256,0.5903451442718506,-0.004154500085860491,0.9898953437805176,0.5891140699386597,0.758707582950592,0.10943759977817535,0.9834297895431519,0.4964137077331543,0.7600454688072205,0.10119451582431793,0.990879476070404,0.5842958688735962,0.7816581726074219,0.11535713821649551,0.8231709003448486,0.5019856095314026,0.7809711694717407,0.10644464194774628,0.8706514239311218,0.5928441882133484,0.8045905828475952,0.002822998445481062,0.979159951210022,0.4859035909175873,0.8137779831886292,-0.001721795299090445,0.9830837845802307
up,0.5504187941551208,0.10825839638710022,-0.10452483594417572,0.9999723434448242,0.5551168918609619,0.10247039049863815,-0.08532307296991348,0.9999462366104126,0.5585213899612427,0.10312354564666748,-0.08531103283166885,0.9999316930770874,0.5618894696235657,0.10375770181417465,-0.08531497418880463,0.9999417066574097,0.5471240282058716,0.10232219845056534,-0.08188450336456299,0.9999558329582214,0.5448130369186401,0.1029777079820633,-0.08188688009977341,0.9999457001686096,0.542661726474762,0.10375490039587021,-0.08186221867799759,0.9999605417251587,0.5683311223983765,0.1159193217754364,0.0026035266928374767,0.9998956322669983,0.5394510626792908,0.11800196021795273,0.01798909530043602,0.9999008178710938,0.5578498244285583,0.12247911095619202,-0.07458265125751495,0.9999228119850159,0.546682596206665,0.1221126988530159,-0.07013314217329025,0.9999291300773621,0.5999739766120911,0.2076566517353058,0.029749060049653053,0.9994528293609619,0.5161726474761963,0.21241623163223267,0.052214693278074265,0.9995445013046265,0.6448837518692017,0.26204097270965576,-0.09562470018863678,0.9952098727226257,0.4744059443473816,0.2667616605758667,-0.05134652182459831,0.992306113243103,0.6336874961853027,0.18351992964744568,-0.24742098152637482,0.9877417087554932,0.4746242165565491,0.1802254319190979,-0.21150462329387665,0.9892252087593079,0.6326823830604553,0.1711765080690384,-0.27952635288238525,0.9551529884338379,0.4732162356376648,0.15843240916728973,-0.24813644587993622,0.9618830680847168,0.6272044777870178,0.16825373470783234,-0.2668116092681885,0.9512622356414795,0.4769951403141022,0.15240252017974854,-0.23784926533699036,0.9585785865783691,0.6255658268928528,0.17555218935012817,-0.2468395233154297,0.9351786375045776,0.4794859290122986,0.16095353662967682,-0.21332252025604248,0.9473917484283447,0.5842833518981934,0.4269273579120636,-0.008416864089667797,0.9993422627449036,0.5320544242858887,0.42445454001426697,0.008327838964760303,0.9996137619018555,0.5846502780914307,0.5886995196342468,-0.006090753711760044,0.9853870868682861,0.5134217143058777,0.5909651517868042,-0.003953823819756508,0.9895649552345276,0.5890563726425171,0.757698118686676,0.09375239908695221,0.9833512902259827,0.49512606859207153,0.7585611343383789,0.09281900525093079,0.9906083345413208,0.5842312574386597,0.7808032631874084,0.09820526838302612,0.8210893273353577,0.5008206963539124,0.7798179388046265,0.09641100466251373,0.8661764860153198,0.5926368832588196,0.8045851588249207,-0.005037184804677963,0.9790483713150024,0.4854976534843445,0.8120189309120178,-0.011510645970702171,0.9827336668968201
up,0.5223667621612549,0.12393935769796371,-0.12213152647018433,0.9999896883964539,0.5276777744293213,0.11633293330669403,-0.104159876704216,0.9999776482582092,0.5310513973236084,0.11709436774253845,-0.10414333641529083,0.9999699592590332,0.5343772172927856,0.11799199134111404,-0.10415400564670563,0.9999740719795227,0.519801139831543,0.11638493090867996,-0.1003442257642746,0.9999824166297913,0.5176371335983276,0.11702364683151245,-0.10034103691577911,0.9999786615371704,0.5156159996986389,0.1176757887005806,-0.10031290352344513,0.99998539686203,0.5411382913589478,0.12942653894424438,-0.016383599489927292,0.9999390244483948,0.5139670372009277,0.1303134709596634,0.0003947106306441128,0.9999656081199646,0.5290575623512268,0.13797874748706818,-0.09149332344532013,0.999962329864502,0.518111526966095,0.13695895671844482,-0.08699070662260056,0.9999749660491943,0.5694185495376587,0.2151636928319931,0.01876356080174446,0.999701738357544,0.4905368387699127,0.22004254162311554,0.04459299519658089,0.9997733235359192,0.6150568723678589,0.26682615280151367,-0.08439978957176208,0.9967686533927917,0.44481149315834045,0.26697173714637756,-0.04326264187693596,0.9962454438209534,0.6019831299781799,0.18151751160621643,-0.21109087765216827,0.992073118686676,0.45339030027389526,0.17943064868450165,-0.19449426233768463,0.9926068186759949,0.6004453897476196,0.1648472547531128,-0.24041295051574707,0.9625222086906433,0.45454341173171997,0.16153380274772644,-0.2309466302394867,0.9656292796134949,0.5936856865882874,0.1612648218870163,-0.2279893457889557,0.9582054018974304,0.459462970495224,0.15957555174827576,-0.21728476881980896,0.9615908861160278,0.5927947163581848,0.1696038544178009,-0.20992028713226318,0.9428151845932007,0.46045932173728943,0.16730724275112152,-0.19475339353084564,0.9506031274795532,0.5577878355979919,0.42634445428848267,-0.00969894789159298,0.9995566010475159,0.5083882808685303,0.42744800448417664,0.009597554802894592,0.9995908737182617,0.5692612528800964,0.5912001729011536,-0.0010876418091356754,0.9872242212295532,0.5028412342071533,0.5921861529350281,0.002836173865944147,0.9895622134208679,0.5901962518692017,0.7531728744506836,0.0952180027961731,0.9870766997337341,0.49740615487098694,0.7580053806304932,0.09767259657382965,0.9897493720054626,0.5891833305358887,0.7766705751419067,0.09922987967729568,0.8225868344306946,0.5012341737747192,0.7791933417320251,0.10155739635229111,0.854584276676178,0.5913444757461548,0.8020507097244263,-0.014614449813961983,0.9828879833221436,0.49069055914878845,0.8073858618736267,-0.0055401865392923355,0.98231041431427
up,0.5337259769439697,0.11517289280891418,-0.12848860025405884,0.9999840259552002,0.5389376878738403,0.1110304594039917,-0.10942409187555313,0.9999650120735168,0.5421168208122253,0.1123327910900116,-0.10940631479024887,0.9999523162841797,0.54539954662323,0.11391075700521469,-0.10941978543996811,0.9999582767486572,0.5310706496238708,0.11056840419769287,-0.10630474984645844,0.9999735355377197,0.5288377404212952,0.11134887486696243,-0.10630582273006439,0.999968945980072,0.5266581773757935,0.11235563457012177,-0.1062796488404274,0.9999786615371704,0.5512655973434448,0.12735231220722198,-0.018331874161958694,0.9998958706855774,0.5241484642028809,0.12774202227592468,-0.005064464174211025,0.9999542832374573,0.5407870411872864,0.12930336594581604,-0.09707237780094147,0.9999493360519409,0.5299952626228333,0.12800277769565582,-0.09344138950109482,0.9999691843986511,0.5800580382347107,0.21431909501552582,0.018357332795858383,0.9995917081832886,0.5002211332321167,0.21905116736888885,0.035766590386629105,0.9997681379318237,0.6268308162689209,0.26500245928764343,-0.09202413260936737,0.9967288374900818,0.4557221829891205,0.26821455359458923,-0.05985020473599434,0.9970142841339111,0.6151448488235474,0.17737708985805511,-0.2371111363172531,0.9926595091819763,0.46356528997421265,0.17856523394584656,-0.21254460513591766,0.9931682348251343,0.612658679485321,0.16489873826503754,-0.2689945101737976,0.9656722545623779,0.46549075841903687,0.15874946117401123,-0.24984686076641083,0.9671579599380493,0.6073195934295654,0.1616116464138031,-0.2573804259300232,0.9622749090194702,0.4711885452270508,0.15853913128376007,-0.2353319674730301,0.963217556476593,0.6067626476287842,0.16846302151679993,-0.23688025772571564,0.9480582475662231,0.4728190004825592,0.16640786826610565,-0.2124844789505005,0.9516729712486267,0.569177508354187,0.42893216013908386,-0.0026283138431608677,0.9995235800743103,0.5194187760353088,0.4300725758075714,0.0025300728157162666,0.99961256980896,0.5722364187240601,0.5921857357025146,0.0054273586720228195,0.9848804473876953,0.51218181848526,0.5928635001182556,-0.0009723874973133206,0.9888584613800049,0.5877346992492676,0.7530673742294312,0.11682286113500595,0.9840449094772339,0.5018860101699829,0.7545129656791687,0.10965090990066528,0.9889589548110962,0.5851806402206421,0.7772843837738037,0.12233233451843262,0.8239074945449829,0.505057692527771,0.7751380205154419,0.1147366613149643,0.8281465768814087,0.5945593118667603,0.8040652871131897,0.010463114827871323,0.9795088768005371,0.4930691123008728,0.8067044019699097,0.005008770152926445,0.9808850884437561
down,0.5392489433288574,0.29943954944610596,-0.17842283844947815,0.9999701380729675,0.5439674854278564,0.29229193925857544,-0.15757238864898682,0.9999328851699829,0.5468727946281433,0.29286983609199524,-0.15757659077644348,0.9999172687530518,0.5500222444534302,0.2937368154525757,-0.15762454271316528,0.9999179244041443,0.5357454419136047,0.2924019992351532,-0.1561453491449356,0.999940037727356,0.5329622030258179,0.2929737865924835,-0.15618696808815002,0.9999380111694336,0.5304564237594604,0.293741911649704,-0.15617713332176208,0.9999475479125977,0.556837260723114,0.30600878596305847,-0.06844659149646759,0.9998656511306763,0.5267432332038879,0.30563417077064514,-0.06302344799041748,0.9999265074729919,0.5456759929656982,0.3175308108329773,-0.14846259355545044,0.9999525547027588,0.5337373614311218,0.3156289756298065,-0.14699187874794006,0.9999638199806213,0.5832681655883789,0.4010392427444458,-0.03516675904393196,0.9996247887611389,0.49976450204849243,0.404116153717041,-0.039756566286087036,0.9997642040252686,0.627705454826355,0.48174235224723816,-0.16390344500541687,0.9964315295219421,0.4593783915042877,0.4817420542240143,-0.16116921603679657,0.9950560927391052,0.6228095889091492,0.38306117057800293,-0.3160693645477295,0.9912785291671753,0.46158114075660706,0.38765835762023926,-0.31347280740737915,0.9930456280708313,0.6206246018409729,0.3672424256801605,-0.3432301878929138,0.9624712467193604,0.4639243483543396,0.37061119079589844,-0.34411191940307617,0.9702891707420349,0.6143471002578735,0.3628798723220825,-0.32176992297172546,0.9577701687812805,0.47048765420913696,0.36666759848594666,-0.32772010564804077,0.9651915431022644,0.6127445697784424,0.37010952830314636,-0.31122568249702454,0.9371960759162903,0.47104495763778687,0.3735942840576172,-0.31132933497428894,0.9479432106018066,0.5674464106559753,0.5874768495559692,0.005917659029364586,0.9997565746307373,0.5180381536483765,0.5854800343513489,-0.005963419564068317,0.999798059463501,0.60322105884552,0.6492475271224976,-0.26378774642944336,0.9916098713874817,0.4889988303184509,0.6338948011398315,-0.30990660190582275,0.9941638112068176,0.5900646448135376,0.7578212022781372,-0.05374684929847717,0.9864650368690491,0.4976934492588043,0.7606492042541504,-0.10969457775354385,0.9940270781517029,0.5827879905700684,0.7766284346580505,-0.041399069130420685,0.9062297344207764,0.5064173340797424,0.7806968092918396,-0.09276725351810455,0.9300897121429443,0.6004196405410767,0.8065201044082642,-0.12485422939062119,0.982020378112793,0.4901301860809326,0.8103809952735901,-0.19417007267475128,0.990074634552002
